message,reaction
the fragrant leaves of the tree fell upon him and cooled his burning brow; upon his parched lips they seemed like refreshing bread and wine; and as they rested on his breast a peaceful calm stole over him and he felt inclined to sleep .,joy
glorious ! wonderful !,joy
that apple tree planted in love now appears before me in heavenly beauty .,joy
"hallo ! how the nightcap burns ! "" he exclaimed as he tore it from his bead .",surprise
it was the hour of the mother ' s sorrow when there pealed forth from the church tower the sound of festive bells .,sadness
in that solemn hour the sweet and joyous chiming filled the hearts of those in the humble dwelling with thankfulness and trust; and when amidst these joyous sounds a little son was born to them the words of prayer and praise arose from their overflowing hearts and their happiness seemed to ring out over town and country in the liquid tones of the church bells ' chime .,joy
the little one with its bright eyes and golden hair had been welcomed joyously on that dark november day .,joy
"its parents kissed it lovingly and the father wrote these words in the bible "" on the tenth of november 1759 god sent us a son .",joy
he and his sister two years older than himself had often wept scalding tears over the story of him who suffered death on the cross for us all .,sadness
his mother also told him how the chiming of that old bell had once filled her heart with joy and confidence and that in the midst of the sweet tones her child had been given to her .,joy
he bowed his head over it and kissed it old thrown away and cracked as it was and standing there amidst the grass and nettles .,joy
a record of this bright display will live in the memory of man for through it the pupil in the military school was in tears and sorrow .,sadness
dark days and cold nights also passed over the old bell and it noticed them not; but the bell in the man ' s heart felt it to be a gloomy time .,sadness
the maids often laid the clean copper saucepans and kitchen vessels on this stone that they might dry in the sun and the children were fond of playing on it .,joy
dear me ! how singular .,surprise
why that must be the grave stone of preben schwane and his wife .,surprise
preben and martha were a fine old couple and when they both sat on the bench at the top of the steep stone steps in front of their house with the branches of the linden tree waving above them and nodded in a gentle friendly way to passers by it really made one feel quite happy .,joy
the corpse lay in a bedroom near to the one in which we sat and the old man was in great distress and weeping like a child .,sadness
he spoke to my father and to a few neighbors who were there of how lonely he should feel now she was gone and how good and true she his dead wife had been during the number of years that they had passed through life together and how they had become acquainted and learnt to love each other .,sadness
