message,reaction
"""'Could I but have my love, Who then so happy as Glove!",joy
"If I from him must part, I'm sure 'twill break my heart!' 'Bah!'",anger
"""'O Glove, my own dear, Though it cost thee a tear, Thou must be mine, For Holger Danske has sworn it!'",joy
"""Mr. de Boots, hearing this, kicks up, jingles his spurs, and knocks down three of the side-scenes.""",surprise
"""That's exceedingly charming!"" cried little Anna.",joy
"""Now comes the exciting part, little Anna.",joy
"""That's a most charming comedy.",joy
"Mr. Waistcoat seized the old Pipe-head and put him in his pocket; there he lies, and the Waistcoat says: ""'You are in my pocket; you can't come out till you promise to unite me to your daughter Glove on the left.",surprise
"""That's awfully pretty,"" said little Anna.",joy
"""'Though I'm all ear, Very stupid I appear: Where's my humor?",sadness
"Gone, I fear, And I feel my hollow stick's not here, Ah! never, my dear, Did I feel so queer.",anger
"Oh! pray let me out, And like a lamb led to slaughter I'll betroth you, no doubt, To my daughter.'""",anger
"""And now we'll applaud,"" said grandpapa.",joy
"""Our play is much better,"" said grandpapa.",joy
"Many of them were very aged; lonely old boys, with strange thoughts and eccentric habits.",sadness
"And when at last he crept into bed, he would be so cold that his teeth chattered in his head.",sadness
"But this was scarcely an agreeable entertainment; for thoughts of olden memories raise the curtains from the past, and sometimes pierce the heart with painful recollections till the agony brings tears to the waking eyes.",sadness
"And so it was with Anthony; often the scalding tears, like pearly drops, would fall from his eyes to the coverlet and roll on the floor with a sound as if one of his heartstrings had broken.",sadness
"If he dried his eyes with his nightcap, then the tear and the picture would be crushed; but the source of the tears remained and welled up again in his heart.",sadness
"The pictures did not follow one another in order, as the circumstances they represented had occurred; very often the most painful would come together, and when those came which were most full of joy, they had always the deepest shadow thrown upon them.",sadness
"How vividly were represented to him, in a glittering tear that rolled down his cheek, two children at play- a boy and a girl.",sadness
"Then they got a flower-pot, filled it with earth, and were soon both very busy and eager about it.",joy
"""They are Molly and me,"" said the boy.",joy
"""How wonderful they are, and so beautiful!""",joy
"And all this about the two children was mirrored to old Anthony in a single tear, which could soon be wiped away and disappear, but might come again from its source in the heart of the old man.",sadness
"""I may kiss him,"" she would say proudly, as she threw her arms round his neck; she was vain of her power over Anthony, for he would submit quietly and think nothing of it.",joy
"And Molly and Anthony both wept, but these tears all flowed together into one tear which had the rosy shimmer of joy.",sadness
Molly had told him that she loved him- loved him more than all the splendors of Weimar.,joy
"One, two, three years went by, and during the whole time he received only two letters.",sadness
One stanza pleased him exceedingly-,joy
"""Through the forest, and in the vale, Sweetly warbles the nightingale.",joy
"He was received with a hearty welcome, and introduced to plenty of grand and pleasant company, where overflowing winecups were passed about.",joy
"Anthony also said, ""Farewell.""",sadness
Not a tear came into his eye; he felt he was no longer Molly's friend.,sadness
"Hot iron and cold iron alike take the skin from our lips, and we feel the same sensation if we kiss either; and Anthony's kiss was now the kiss of hatred, as it had once been the kiss of love.",anger
"""What matters it?"" said he; ""I am ruined also.",sadness
"I will destroy everything that can remind me of her, or of Lady Halle, or Lady Venus, the heathen woman.",anger
"I will break down the apple-tree, and tear it up by the roots; never more shall it blossom or bear fruit.""",anger
"Dark days, heavy trials, with poverty at the door, came rolling into the house upon them like the waves of the sea.",sadness
"Sorrow and suffering deprived Anthony's father of his strength, so that he had something else to think of besides nursing his love-sorrows and his anger against Molly.",sadness
"How different the world, and the people in it, appeared to Anthony now, to what he had thought in his childhood!",surprise
"At times he would think in this way; yet again and again the songs would sound in his soul, and his heart become gentle and pious.",joy
"""God's will is the best,"" he would then say.",joy
All has happened for the best.,joy
"She could not help it, and yet I have been so bitter, and in such enmity against her.""",anger
How much came back to his remembrance as he looked through the tears once more on his native town!,sadness
"""That flourishes still,"" said he, as he gazed.",joy
"""The blossoms are often plucked,"" said Anthony; ""the fruit is stolen and the branches broken without a thankful thought of their profusion and beauty.",anger
